message	name	f0_
Your new task is to kill 220 Basilisks.	Vannaka	1
Great, you're doing great. Your new task is to kill<br>74 Iron dragons	Nieve	1
Your new task is to kill 67 Nechryael.<br>Good luck!	Nieve	1
Your new task is to kill 23 Iron Dragons.<br>Good luck!	Nieve	1
Your new task is to kill 84 Vampyres.	Chaeldar	1
You are to bring balance to 147 Smoke devil<br>in the Smoke Dungeon	Konar quo Maten	1
Your new task is to kill 78 Dust Devils.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>143 Aberrant Spectres.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>47 Zombies.	Spria	1
Great, you're doing great. Your new task is to kill<br>54 Spitting Wyverns	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>42 Wolves.	Mazchna	1
Excellent, you're doing great. Your new task is to kill<br>154 Brine Rats.	Chaeldar	1
Your new task is to kill 52 Ankou.<br>Good luck!	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>218 Greater Demons.	Chaeldar	1
Your new task is to kill 77 Greater Demons.<br>Good luck!	Krystilia	1
Your new task is to kill 143 Abyssal Demons.	Chaeldar	1
Your new task is to kill 245 Basilisks.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>228 Dust Devils.	Krystilia	1
Your new task is to kill 211 Nechryael.	Vannaka	1
Your new task is to kill 148 Aviansies.	Chaeldar	1
Great, you're doing great. Your new task is to kill<br>161 Bloodvelds	Nieve	1
Your new task is to kill 34 Magic Axes.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>139 Spiritual Creatures.	Krystilia	1
Your new task is to kill 213 Cave Horrors.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>126 Turoth.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>34 Red Dragons.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>110 Abyssal Demons.	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>68 Jellies.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>85 Nechryael.	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>123 Shadow Warriors.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>25 Banshees.	Spria	1
Great, you're doing great. Your new task is to kill<br>21 King Black Dragons	Mazchna	1
Your new task is to kill 105 Vampyres.	Chaeldar	1
Your new task is to kill 3%USERNAME% Skeletal Wyverns.	Duradel	1
Excellent, you're doing great. Your new task is to kill<br>49 Drakes.	Nieve	1
Your new task is to kill %USERNAME%56 Dagannoth.	Duradel	1
Excellent, you're doing great. Your new task is to kill<br>55 Revenants.	Krystilia	1
Great, you're doing great. Your new task is to kill<br>185 Smoke devils	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>154 Elves.	Chaeldar	1
Your new task is to kill 215 Suqahs.	Nieve	1
Your new task is to kill 67 Kurask.<br>Good luck!	Nieve	1
Your new task is to kill 227 Aviansies.	Chaeldar	1
Your new task is to kill 78 Moss Giants.<br>Good luck!	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>61 Aberrant Spectres.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>88 Revenants.	Krystilia	1
Your new task is to kill 69 Black Demons.<br>Good luck!	Nieve	1
Great, you're doing great. Your new task is to kill<br>30 Taloned Wyverns	Nieve	1
Your new task is to kill 231 Bloodveld.	Vannaka	1
Your new task is to kill 92 Smoke Devils.<br>Good luck!	Nieve	1
Great, you're doing great. Your new task is to kill<br>181 Greater demons	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>170 Fever Spiders.	Chaeldar	1
Your new task is to kill 211 Spiritual Creatures.	Krystilia	1
Your new task is to kill 47 Spiritual Creatures.<br>Good luck!	Nieve	1
Great, you're doing great. Your new task is to kill<br>75 Banshees	Trainer Nacklepen	1
Your new task is to kill 71 Ankou.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>239 Nechryael.	Nieve	1
Your new task is to kill 106 Black Demons.<br>Good luck!	Nieve	1
Great, you're doing great. Your new task is to kill<br>24 Cerberuss	Mazchna	1
Excellent, you're doing great. Your new task is to kill<br>212 Greater Demons.	Steve	1
Your new task is to kill 11 Wolves.<br>Good luck!	Turael	1
Excellent, you're doing great. Your new task is to kill<br>83 Zombies.	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>124 TzHaar.	Steve	1
Excellent, you're doing great. Your new task is to kill<br>102 Dust Devils.	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>32 Monkeys.	Spria	1
Your new task is to kill 16 Zombies.<br>Good luck!	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>113 Jungle Horrors.	Vannaka	1
You are to bring balance to 29 Blue dragon<br>in the Taverly Dungeon	Konar quo Maten	1
Your new task is to kill 29 Hydras.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>130 Basilisks.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>241 Nechryael.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>243 Abyssal Demons.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>35 Cave Kraken.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>116 Jungle Horrors.	Vannaka	1
Great, you're doing great. Your new task is to kill<br>11 Skeletal Wyverns	Nieve	1
Great, you're doing great. Your new task is to kill<br>158 Dust devils	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>231 Cave Horrors.	Duradel	1
Your new task is to kill 63 Ice Giants.<br>Good luck!	Vannaka	1
Your new task is to kill 1%USERNAME% Abyssal Demons.	Duradel	1
Your new task is to kill 39 Spiritual Creatures.<br>Good luck!	Vannaka	1
You are to bring balance to 10 Black dragon<br>in the Taverly Dungeon	Konar quo Maten	1
Great, you're doing great. Your new task is to kill<br>69 Nechryaels	Trainer Nacklepen	1
Your new task is to kill 79 Nechryael.<br>Good luck!	Nieve	1
Your new task is to kill 78 Cave Kraken.<br>Good luck!	Nieve	1
Great, you're doing great. Your new task is to kill<br>61 Pyrefiends	Trainer Nacklepen	1
Great, you're doing great. Your new task is to kill<br>147 Fire giants	Nieve	1
Great, you're doing great. Your new task is to kill<br>123 Wyrms	Nieve	1
Your new task is to kill 91 Nechryael.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>249 Aberrant Spectres.	Steve	1
Great, you're doing great. Your new task is to kill<br>133 Cave horrors	Nieve	1
Your new task is to kill 108 Gargoyles.	Vannaka	1
Your new task is to kill 227 Basilisks.	Vannaka	1
Your new task is to kill 149 Nechryael.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>250 Abyssal Demons.	Nieve	1
Your new task is to kill 23 Aberrant Spectres.<br>Good luck!	Nieve	1
You are to bring balance to 128 Abyssal demon<br>in the Slayer Tower	Konar quo Maten	1
Your new task is to kill 224 Gargoyles.	Vannaka	1
Your new task is to kill 55 Fire Giants.<br>Good luck!	Krystilia	1
Great, you're doing great. Your new task is to kill<br>152 Cave horrors	Nieve	1
Your new task is to kill 11 Ghosts.<br>Good luck!	Krystilia	1
Great, you're doing great. Your new task is to kill<br>62 Basilisks	Trainer Nacklepen	1
Excellent, you're doing great. Your new task is to kill<br>106 Jungle Horrors.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>130 Basilisks.	Steve	1
Excellent, you're doing great. Your new task is to kill<br>200 Basilisks.	Steve	1
Excellent, you're doing great. Your new task is to kill<br>218 Aberrant Spectres.	Steve	1
Excellent, you're doing great. Your new task is to kill<br>159 Spiritual Creatures.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>184 Smoke Devils.	Nieve	1
Your new task is to kill 120 Abyssal Demons.	Chaeldar	1
Great, you're doing great. Your new task is to kill<br>51 Gargoyles	Trainer Nacklepen	1
Your new task is to kill 81 Iron Dragons.	Steve	1
You are to bring balance to 178 Wyrm<br>in the Karuulm Slayer Dungeon	Konar quo Maten	1
Your new task is to kill 204 Basilisks.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>233 Black Demons.	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>99 Infernal Mages.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>121 Bandits.	Krystilia	1
Your new task is to kill 194 Spiritual Creatures.	Nieve	1
You are to bring balance to 102 Nechryael<br>in the Slayer Tower	Konar quo Maten	1
Great, you're doing great. Your new task is to kill<br>15 Ghosts	Turael	1
Excellent, you're doing great. Your new task is to kill<br>66 Iron Dragons.	Duradel	1
Your new task is to kill %USERNAME%42 Gargoyles.	Duradel	1
Excellent, you're doing great. Your new task is to kill<br>113 Mammoths.	Krystilia	1
Great, you're doing great. Your new task is to kill<br>99 Iron dragons	Nieve	1
You are to bring balance to 29 Long-tailed Wyvern<br>in the Wyvern Cave	Konar quo Maten	1
You are to bring balance to 6 Commander Zilyana<br>in the God War Dungeon	Konar quo Maten	1
Excellent, you're doing great. Your new task is to kill<br>21 Lizards.	Spria	1
Your new task is to kill 24 Adamant Dragons.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>134 Kurask.	Chaeldar	1
Your new task is to kill 223 Abyssal Demons.	Vannaka	1
Your new task is to kill 107 Abyssal Demons.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>157 Turoth.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>226 Dust Devils.	Krystilia	1
Great, you're doing great. Your new task is to kill<br>172 TzHaar-Xils	Nieve	1
Great, you're doing great. Your new task is to kill<br>59 Long-tailed Wyverns	Nieve	1
Your new task is to kill 16 Minotaurs.<br>Good luck!	Turael	1
Great, you're doing great. Your new task is to kill<br>115 Lizardmans	Nieve	1
Your new task is to kill 98 Dust Devils.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>113 Aviansies.	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>151 Cave Horrors.	Nieve	1
Your new task is to kill 58 Green Dragons.<br>Good luck!	Krystilia	1
Your new task is to kill 37 Earth Warriors.<br>Good luck!	Krystilia	1
You are to bring balance to 55 Bloodveld<br>in the Stronghold Slayer Cave	Konar quo Maten	1
Your new task is to kill 63 Nechryael.<br>Good luck!	Nieve	1
Your new task is to kill 32 Fire Giants.<br>Good luck!	Krystilia	1
Great, you're doing great. Your new task is to kill<br>66 Bloodvelds	Trainer Nacklepen	1
Excellent, you're doing great. Your new task is to kill<br>75 Iron Dragons.	Steve	1
Great, you're doing great. Your new task is to kill<br>21 Chickens	Turael	1
Your new task is to kill 249 Dust Devils.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>134 Basilisks.	Nieve	1
Your new task is to kill 239 Dust Devils.	Vannaka	1
Great, you're doing great. Your new task is to kill<br>126 Turoths	Nieve	1
Your new task is to kill 51 Rune Dragons.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>114 Ice Giants.	Krystilia	1
Your new task is to kill 141 Aviansies.	Chaeldar	1
Great, you're doing great. Your new task is to kill<br>26 Green dragons	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>113 Lizardmen.	Nieve	1
Your new task is to kill 201 Nechryael.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>166 Rockslugs.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>109 Lizardmen.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>193 Spiritual Creatures.	Steve	1
Your new task is to kill 16 Cave Crawlers.<br>Good luck!	Turael	1
Excellent, you're doing great. Your new task is to kill<br>226 Greater Demons.	Krystilia	1
Your new task is to kill 94 Kurask.<br>Good luck!	Nieve	1
Your new task is to kill 147 Cave Kraken.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>140 Vampyres.	Nieve	1
Your new task is to kill 71 Lava Dragons.<br>Good luck!	Krystilia	1
Your new task is to kill 36 Turoth.<br>Good luck!	Nieve	1
Your new task is to kill 77 Gargoyles.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>19 Zombies.	Spria	1
You are to bring balance to 19 Scorpia in the Scorpia's Lair	Konar quo Maten	1
Excellent, you're doing great. Your new task is to kill<br>201 Nechryael.	Nieve	1
You are to bring balance to 145 Jelly<br>in the Catacombs of Kourend	Konar quo Maten	1
Your new task is to kill 63 Wyrms.<br>Good luck!	Nieve	1
Your new task is to kill 70 Dust Devils.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>215 Greater Demons.	Steve	1
Excellent, you're doing great. Your new task is to kill<br>101 Jellies.	Krystilia	1
Your new task is to kill 11 Goblins.<br>Good luck!	Turael	1
Great, you're doing great. Your new task is to kill<br>156 Cave horrors	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>123 Cave Horrors.	Nieve	1
Great, you're doing great. Your new task is to kill<br>16 Abyssal Sires	Mazchna	1
Excellent, you're doing great. Your new task is to kill<br>204 Aberrant Spectres.	Steve	1
Great, you're doing great. Your new task is to kill<br>58 Cave horrors	Trainer Nacklepen	1
Your new task is to kill 98 Nechryael.	Vannaka	1
You are to bring balance to 14 Dark beast<br>in the Catacombs of Kourend	Konar quo Maten	1
Excellent, you're doing great. Your new task is to kill<br>147 Aviansies.	Steve	1
Your new task is to kill 211 Bloodveld.	Vannaka	1
Your new task is to kill 33 Waterfiends.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>170 Pyrefiends.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>119 Turoth.	Chaeldar	1
Your new task is to kill 229 Bloodveld.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>131 Moss Giants.	Krystilia	1
Great, you're doing great. Your new task is to kill<br>45 Dagannoth Rexs	Mazchna	1
Excellent, you're doing great. Your new task is to kill<br>96 Black Knights.	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>227 Bloodveld.	Nieve	1
Your new task is to kill 42 Moss Giants.<br>Good luck!	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>196 Spiritual Creatures.	Steve	1
You are to bring balance to 69 Bronze dragon<br>in the Brimhaven Dungeon	Konar quo Maten	1
Excellent, you're doing great. Your new task is to kill<br>157 Gargoyles.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>25 Adamant Dragons.	Duradel	1
Your new task is to kill 235 Abyssal Demons.	Vannaka	1
Great, you're doing great. Your new task is to kill<br>65 Iron dragons	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>99 Vampyres.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>131 Black Demons.	Krystilia	1
Your new task is to kill 62 Arzinian Avatars.<br>Good luck!	Nieve	1
Your new task is to kill 63 Hellhounds.<br>Good luck!	Nieve	1
Great, you're doing great. Your new task is to kill<br>63 Ankous	Nieve	1
Your new task is to kill 66 Nechryael.	Vannaka	1
Your new task is to kill 245 Aberrant Spectres.	Vannaka	1
Your new task is to kill 65 Gargoyles.<br>Good luck!	Nieve	1
Great, you're doing great. Your new task is to kill<br>177 Gargoyles	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>44 Rats.	Spria	1
Excellent, you're doing great. Your new task is to kill<br>224 Greater Demons.	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>225 Dust Devils.	Krystilia	1
Great, you're doing great. Your new task is to kill<br>181 Smoke devils	Nieve	1
Great, you're doing great. Your new task is to kill<br>24 Kree'arras	Mazchna	1
Great, you're doing great. Your new task is to kill<br>29 Thermonuclear smoke devils	Mazchna	1
Your new task is to kill 116 Dust Devils.	Vannaka	1
Your new task is to kill 224 Spiritual Creatures.	Krystilia	1
Your new task is to kill 229 Dust Devils.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>233 Cave Horrors.	Steve	1
Great, you're doing great. Your new task is to kill<br>149 TzHaar-Xils	Nieve	1
Great, you're doing great. Your new task is to kill<br>146 Smoke devils	Nieve	1
Your new task is to kill 209 Dust Devils.	Chaeldar	1
Your new task is to kill 67 Ice Giants.<br>Good luck!	Vannaka	1
You are to bring balance to 139 Smoke devil<br>in the Smoke Dungeon	Konar quo Maten	1
Excellent, you're doing great. Your new task is to kill<br>228 Greater Demons.	Nieve	1
Your new task is to kill 232 Greater Demons.	Chaeldar	1
Great, you're doing great. Your new task is to kill<br>146 Gargoyles	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>240 Greater Demons.	Krystilia	1
Your new task is to kill 165 Minions of Scabaras.	Steve	1
Excellent, you're doing great. Your new task is to kill<br>205 Dust Devils.	Nieve	1
You are to bring balance to 136 Fire giant<br>in the Stronghold Slayer Cave	Konar quo Maten	1
Excellent, you're doing great. Your new task is to kill<br>47 Scorpions.	Spria	1
Excellent, you're doing great. Your new task is to kill<br>143 Dust Devils.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>103 Cave Kraken.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>121 Turoth.	Chaeldar	1
Your new task is to kill 88 Iron Dragons.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>147 Kurask.	Chaeldar	1
Great, you're doing great. Your new task is to kill<br>45 Chickens	Turael	1
Excellent, you're doing great. Your new task is to kill<br>112 Spiritual Creatures.	Vannaka	1
You are to bring balance to 3 K'ril Tsutsaroth<br>in the God War Dungeon	Konar quo Maten	1
Excellent, you're doing great. Your new task is to kill<br>222 Vampyres.	Steve	1
Your new task is to kill 111 Kurask.<br>Good luck!	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>127 Elves.	Chaeldar	1
Your new task is to kill 30 Lesser Demons.<br>Good luck!	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>91 Dagannoth.	Vannaka	1
Great, you're doing great. Your new task is to kill<br>31 Banshees	Turael	1
Excellent, you're doing great. Your new task is to kill<br>50 Lizards.	Spria	1
Great, you're doing great. Your new task is to kill<br>154 Fire giants	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>76 Magic Axes.	Krystilia	1
Your new task is to kill 109 Spiritual Creatures.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>48 Rune Dragons.	Steve	1
Great, you're doing great. Your new task is to kill<br>33 Dagannoth Supremes	Mazchna	1
Your new task is to kill 64 Dust Devils.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>19 Dwarves.	Spria	1
Your new task is to kill 39 Hellhounds.<br>Good luck!	Nieve	1
Your new task is to kill 160 Minions of Scabaras.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>111 Mogres.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>162 Kurask.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>119 Nechryael.	Krystilia	1
Excellent, you're doing great. Your new task is to kill<br>250 Spiritual Creatures.	Duradel	1
Great, you're doing great. Your new task is to kill<br>60 Ancient Wyverns	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>228 Black Demons.	Steve	1
Your new task is to kill 205 Spiritual Creatures.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>121 TzHaar.	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>105 Dagannoth.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>45 Terror Dogs.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>60 Fossil Island Wyverns.	Nieve	1
Great, you're doing great. Your new task is to kill<br>26 Abyssal Sires	Mazchna	1
Excellent, you're doing great. Your new task is to kill<br>55 Steel Dragons.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>132 TzHaar.	Steve	1
Your new task is to kill 50 Turoth.<br>Good luck!	Nieve	1
Great, you're doing great. Your new task is to kill<br>120 Nechryaels	Nieve	1
Excellent, you're doing great. Your new task is to kill<br>42 Lizards.	Spria	1
Excellent, you're doing great. Your new task is to kill<br>119 Jungle Horrors.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>156 Aberrant Spectres.	Chaeldar	1
Excellent, you're doing great. Your new task is to kill<br>41 Bears.	Spria	1
You are to bring balance to 128 Turoth<br>in the Fremennik Slayer Dungeon	Konar quo Maten	1
Your new task is to kill 24 Kalphite.<br>Good luck!	Turael	1
Excellent, you're doing great. Your new task is to kill<br>211 Spiritual Creatures.	Duradel	1
Excellent, you're doing great. Your new task is to kill<br>220 Greater Demons.	Krystilia	1
Your new task is to kill 224 Nechryael.	Vannaka	1
Your new task is to kill 1 Callisto.<br>Good luck!	Krystilia	1
Your new task is to kill 36 Dagannoth.<br>Good luck!	Nieve	1
You are to bring balance to 108 Lizardman<br>in the Lizardmen Canyon	Konar quo Maten	1
Your new task is to kill 224 Dust Devils.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>153 Minions of Scabaras.	Steve	1
Excellent, you're doing great. Your new task is to kill<br>67 Iron Dragons.	Duradel	1
Your new task is to kill 29 Icefiends.<br>Good luck!	Krystilia	1
Your new task is to kill 221 Aberrant Spectres.	Vannaka	1
Excellent, you're doing great. Your new task is to kill<br>158 Vampyres.	Steve	1
Excellent, you're doing great. Your new task is to kill<br>76 Jellies.	Vannaka	2
Your new task is to kill 57 Kurask.<br>Good luck!	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>206 Dust Devils.	Chaeldar	2
Your new task is to kill 60 Hellhounds.<br>Good luck!	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>129 Dagannoth.	Chaeldar	2
Excellent, you're doing great. Your new task is to kill<br>89 Skeletons.	Krystilia	2
Excellent, you're doing great. Your new task is to kill<br>148 Jellies.	Krystilia	2
Your new task is to kill 93 Iron Dragons.	Steve	2
Great, you're doing great. Your new task is to kill<br>27 Dagannoth Rexs	Mazchna	2
Your new task is to kill 215 Greater Demons.	Chaeldar	2
Great, you're doing great. Your new task is to kill<br>35 Vorkaths	Mazchna	2
Your new task is to kill 53 Wyrms.<br>Good luck!	Nieve	2
Great, you're doing great. Your new task is to kill<br>23 Thermonuclear smoke devils	Mazchna	2
Excellent, you're doing great. Your new task is to kill<br>239 Spiritual Creatures.	Steve	2
Your new task is to kill 192 Cave Kraken.	Chaeldar	2
Excellent, you're doing great. Your new task is to kill<br>117 Bloodveld.	Vannaka	2
Your new task is to kill 211 Nechryael.	Chaeldar	2
Your new task is to kill 228 Dust Devils.	Chaeldar	2
Excellent, you're doing great. Your new task is to kill<br>104 Otherworldly Beings.	Vannaka	2
Your new task is to kill 79 Dust Devils.	Vannaka	2
Excellent, you're doing great. Your new task is to kill<br>169 Smoke Devils.	Nieve	2
Your new task is to kill 16 Goblins.<br>Good luck!	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>35 Birds.	Spria	2
Your new task is to kill 156 Nechryael.	Chaeldar	2
Your new task is to kill 65 Kurask.<br>Good luck!	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>64 Revenants.	Krystilia	2
Excellent, you're doing great. Your new task is to kill<br>110 Infernal Mages.	Vannaka	2
Excellent, you're doing great. Your new task is to kill<br>161 Dagannoth.	Chaeldar	2
Excellent, you're doing great. Your new task is to kill<br>171 Brine Rats.	Nieve	2
Great, you're doing great. Your new task is to kill<br>37 Thermonuclear smoke devils	Mazchna	2
Excellent, you're doing great. Your new task is to kill<br>227 Cave Horrors.	Duradel	2
Excellent, you're doing great. Your new task is to kill<br>23 Cows.	Spria	2
Your new task is to kill 59 Spiritual Creatures.<br>Good luck!	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>176 Aviansies.	Steve	2
Excellent, you're doing great. Your new task is to kill<br>87 Chaos Druids.	Krystilia	2
Excellent, you're doing great. Your new task is to kill<br>81 Harpie Bug Swarms.	Vannaka	2
Great, you're doing great. Your new task is to kill<br>33 King Black Dragons	Mazchna	2
Excellent, you're doing great. Your new task is to kill<br>117 Mogres.	Chaeldar	2
Your new task is to kill 73 Kurask.<br>Good luck!	Nieve	2
Your new task is to kill 224 Abyssal Demons.	Chaeldar	2
Your new task is to kill 45 Kalphite.<br>Good luck!	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>125 Mammoths.	Krystilia	2
Excellent, you're doing great. Your new task is to kill<br>208 Black Demons.	Steve	2
You are to bring balance to 10 General Graardor<br>in the God War Dungeon	Konar quo Maten	2
You are to bring balance to 130 Drake<br>in the Karuulm Slayer Dungeon	Konar quo Maten	2
Excellent, you're doing great. Your new task is to kill<br>113 Dark Beasts.	Steve	2
Your new task is to kill 106 Vampyres.	Chaeldar	2
Great, you're doing great. Your new task is to kill<br>133 Abyssal demons	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>207 Bloodveld.	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>127 Pyrefiends.	Chaeldar	2
Your new task is to kill 32 Waterfiends.<br>Good luck!	Nieve	2
Great, you're doing great. Your new task is to kill<br>24 Ancient Wyverns	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>113 Moss Giants.	Krystilia	2
Excellent, you're doing great. Your new task is to kill<br>119 Dark Beasts.	Steve	2
You are to bring balance to 18 Cerberus<br>in the Taverly Dungeon	Konar quo Maten	2
Your new task is to kill 49 Cave Kraken.	Chaeldar	2
You are to bring balance to 30 Taloned Wyvern<br>in the Wyvern Cave	Konar quo Maten	2
Excellent, you're doing great. Your new task is to kill<br>106 Hill Giants.	Krystilia	2
Excellent, you're doing great. Your new task is to kill<br>95 Zombies.	Krystilia	2
Excellent, you're doing great. Your new task is to kill<br>210 %USERNAME%st Devils.	Steve	2
Excellent, you're doing great. Your new task is to kill<br>153 Cave Crawlers.	Chaeldar	2
You are to bring balance to 164 Turoth<br>in the Fremennik Slayer Dungeon	Konar quo Maten	2
Your new task is to kill 50 Abyssal Demons.<br>Good luck!	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>70 Bloodveld.	Vannaka	2
Excellent, you're doing great. Your new task is to kill<br>153 Turoth.	Chaeldar	2
Your new task is to kill 13 Minotaurs.<br>Good luck!	Turael	2
Excellent, you're doing great. Your new task is to kill<br>39 Spiders.	Spria	2
Excellent, you're doing great. Your new task is to kill<br>169 Basilisks.	Steve	2
Excellent, you're doing great. Your new task is to kill<br>96 Mammoths.	Krystilia	2
Your new task is to kill 99 Iron Dragons.	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>26 Dwarves.	Spria	2
Excellent, you're doing great. Your new task is to kill<br>63 Dagannoth.	Vannaka	2
Excellent, you're doing great. Your new task is to kill<br>97 Scorpions.	Krystilia	2
Excellent, you're doing great. Your new task is to kill<br>74 Bloodveld.	Krystilia	2
Your new task is to kill 205 Aviansies.	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>119 Aviansies.	Chaeldar	2
Great, you're doing great. Your new task is to kill<br>27 Kalphite Queens	Mazchna	2
Your new task is to kill 21 Spiritual Creatures.<br>Good luck!	Nieve	2
Your new task is to kill 117 Spiritual Creatures.	Vannaka	2
Your new task is to kill 123 Nechryael.	Chaeldar	2
Your new task is to kill 229 Greater Demons.	Chaeldar	2
Your new task is to kill 46 Bronze Dragons.	Chaeldar	2
Great, you're doing great. Your new task is to kill<br>156 Fire giants	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>182 Basilisks.	Steve	2
Excellent, you're doing great. Your new task is to kill<br>205 Greater Demons.	Steve	2
Excellent, you're doing great. Your new task is to kill<br>36 Monkeys.	Spria	2
Excellent, you're doing great. Your new task is to kill<br>94 Black Knights.	Krystilia	2
Excellent, you're doing great. Your new task is to kill<br>22 Dogs.	Spria	2
Excellent, you're doing great. Your new task is to kill<br>157 Jungle Horrors.	Chaeldar	2
Excellent, you're doing great. Your new task is to kill<br>242 Gargoyles.	Nieve	2
Excellent, you're doing great. Your new task is to kill<br>41 Cockatrice.	Mazchna	2
Your new task is to kill 235 Aviansies.	Nieve	2
You are to bring balance to 29 Taloned Wyvern<br>in the Wyvern Cave	Konar quo Maten	2
Excellent, you're doing great. Your new task is to kill<br>115 Ankou.	Krystilia	2
Your new task is to kill 238 Abyssal Demons.	Chaeldar	2
